min_gap,fib_lower,fib_upper,stop_buffer,entry_at,max_zone_age_bars,min_impulse_size,strong_impulse_size,strong_only,score,total_return,max_drawdown,trades,win_rate,profit_factor
0.25,0.55,0.7,0.2,mid,8,3.5,4.0,False,0.11215628772458952,0.14242588342489593,-0.06053919140061281,79,0.27848101265822783,1.475357261960397
0.25,0.55,0.7,0.2,mid,8,3.5,4.0,True,0.11215628772458952,0.14242588342489593,-0.06053919140061281,79,0.27848101265822783,1.475357261960397
0.25,0.55,0.7,0.2,mid,8,3.0,4.0,False,0.11215628772458952,0.14242588342489593,-0.06053919140061281,79,0.27848101265822783,1.475357261960397
0.25,0.55,0.7,0.2,mid,8,3.0,4.0,True,0.11215628772458952,0.14242588342489593,-0.06053919140061281,79,0.27848101265822783,1.475357261960397
0.25,0.55,0.7,0.2,mid,8,3.5,4.5,False,0.11215628772458952,0.14242588342489593,-0.06053919140061281,79,0.27848101265822783,1.475357261960397
0.25,0.55,0.7,0.2,mid,8,3.0,4.5,False,0.11215628772458952,0.14242588342489593,-0.06053919140061281,79,0.27848101265822783,1.475357261960397
0.25,0.55,0.7,0.25,mid,8,3.0,4.5,False,0.1063674472382109,0.1363984232998834,-0.060061952123344975,79,0.27848101265822783,1.4569054721080628
0.25,0.55,0.7,0.25,mid,8,3.5,4.5,False,0.1063674472382109,0.1363984232998834,-0.060061952123344975,79,0.27848101265822783,1.4569054721080628
0.25,0.55,0.7,0.25,mid,8,3.0,4.0,True,0.1063674472382109,0.1363984232998834,-0.060061952123344975,79,0.27848101265822783,1.4569054721080628
0.25,0.55,0.7,0.25,mid,8,3.0,4.0,False,0.1063674472382109,0.1363984232998834,-0.060061952123344975,79,0.27848101265822783,1.4569054721080628
0.25,0.55,0.7,0.25,mid,8,3.5,4.0,True,0.1063674472382109,0.1363984232998834,-0.060061952123344975,79,0.27848101265822783,1.4569054721080628
0.25,0.55,0.7,0.25,mid,8,3.5,4.0,False,0.1063674472382109,0.1363984232998834,-0.060061952123344975,79,0.27848101265822783,1.4569054721080628
0.25,0.55,0.7,0.2,mid,8,3.0,4.5,True,0.10401865672460342,0.13428825242490983,-0.06053919140061281,75,0.28,1.467644437721599
0.25,0.55,0.7,0.2,mid,8,3.5,4.5,True,0.10401865672460342,0.13428825242490983,-0.06053919140061281,75,0.28,1.467644437721599
0.25,0.55,0.7,0.25,mid,8,3.5,4.5,True,0.09880387833822557,0.12883485439989806,-0.060061952123344975,75,0.28,1.4501666933050064
0.25,0.55,0.7,0.25,mid,8,3.0,4.5,True,0.09880387833822557,0.12883485439989806,-0.060061952123344975,75,0.28,1.4501666933050064
0.25,0.6,0.7,0.2,edge,8,3.5,4.5,True,0.08232415203704513,0.10645817549996317,-0.04826804692583608,22,0.36363636363636365,2.5726319460768505
