min_gap,fib_lower,fib_upper,stop_buffer,entry_at,max_zone_age_bars,min_impulse_size,strong_impulse_size,strong_only,allowed_weekdays,score,total_return,max_drawdown,trades,win_rate,profit_factor
0.25,0.55,0.7,0.25,mid,8,3.0,4.0,True,"(2, 4)",0.060584917556816165,0.09122205349999035,-0.061274271886348375,53,0.3018867924528302,1.4598501470071725
0.25,0.6,0.7,0.25,edge,8,3.5,4.5,True,"(2, 4)",0.05932515104999281,0.07112514339999376,-0.023599984700001908,11,0.45454545454545453,3.059984564526506
0.25,0.6,0.7,0.25,edge,8,3.0,4.5,True,"(2, 4)",0.05932515104999281,0.07112514339999376,-0.023599984700001908,11,0.45454545454545453,3.059984564526506
0.25,0.55,0.7,0.2,edge,8,3.0,4.0,True,"(2, 4)",0.056195663427485554,0.07760783619999367,-0.04282434554501624,29,0.3448275862068966,1.6799909090539364
0.25,0.55,0.7,0.2,edge,8,3.5,4.0,True,"(2, 4)",0.056195663427485554,0.07760783619999367,-0.04282434554501624,29,0.3448275862068966,1.6799909090539364
0.25,0.55,0.7,0.25,edge,8,3.5,4.0,True,"(2, 4)",0.05250346683428864,0.07380019914998526,-0.04259346463139324,29,0.3448275862068966,1.6498201014883345
0.25,0.55,0.7,0.25,edge,8,3.0,4.0,True,"(2, 4)",0.05250346683428864,0.07380019914998526,-0.04259346463139324,29,0.3448275862068966,1.6498201014883345
0.25,0.6,0.7,0.2,mid,8,3.0,4.5,True,"(2, 4)",0.03328944031782649,0.056792447400002555,-0.04700601416435213,22,0.3181818181818182,1.656461595249995
0.25,0.6,0.7,0.2,mid,8,3.5,4.5,True,"(2, 4)",0.03328944031782649,0.056792447400002555,-0.04700601416435213,22,0.3181818181818182,1.656461595249995
0.25,0.6,0.7,0.25,mid,8,3.5,4.5,True,"(2, 4)",0.030900823022793178,0.05421249267499628,-0.04662333930440621,22,0.3181818181818182,1.6289480194600845
0.25,0.6,0.7,0.25,mid,8,3.0,4.5,True,"(2, 4)",0.030900823022793178,0.05421249267499628,-0.04662333930440621,22,0.3181818181818182,1.6289480194600845
0.25,0.6,0.7,0.2,edge,8,3.5,4.0,True,"(2, 4)",0.027146114633685714,0.0481265878999968,-0.04196094653262217,15,0.3333333333333333,1.8258720519135174
0.25,0.6,0.7,0.2,edge,8,3.0,4.0,True,"(2, 4)",0.027146114633685714,0.0481265878999968,-0.04196094653262217,15,0.3333333333333333,1.8258720519135174
0.25,0.6,0.7,0.25,edge,8,3.0,4.0,True,"(2, 4)",0.025375296004788994,0.04612438894999249,-0.04149818589040699,15,0.3333333333333333,1.7947622273259891
0.25,0.6,0.7,0.25,edge,8,3.5,4.0,True,"(2, 4)",0.025375296004788994,0.04612438894999249,-0.04149818589040699,15,0.3333333333333333,1.7947622273259891
0.25,0.6,0.7,0.2,mid,8,3.0,4.0,True,"(2, 4)",0.021830671450965677,0.04472923705000276,-0.04579713119807416,30,0.26666666666666666,1.3806907528461265
0.25,0.6,0.7,0.2,mid,8,3.5,4.0,True,"(2, 4)",0.021830671450965677,0.04472923705000276,-0.04579713119807416,30,0.26666666666666666,1.3806907528461265
0.25,0.6,0.7,0.25,mid,8,3.5,4.0,True,"(2, 4)",0.019053997236771758,0.041801471474994134,-0.04549494847644475,30,0.26666666666666666,1.3574085071617985
0.25,0.6,0.7,0.25,mid,8,3.0,4.0,True,"(2, 4)",0.019053997236771758,0.041801471474994134,-0.04549494847644475,30,0.26666666666666666,1.3574085071617985
