entry_time,exit_time,side,qty,entry_price,exit_price,sl_price,tp_price,pnl,pnl_pct,r_multiple,tag,exit_reason
2026-02-02 08:32:00+00:00,2026-02-02 08:36:00+00:00,buy,34.89,4634.109,4619.479999999999,4619.629999999999,4669.781500000001,-510.40581000006017,-0.005104058100000601,-1.0103598314801114,ICT_FVG_FIBO,stop_loss
2026-02-02 09:00:00+00:00,2026-02-02 09:01:00+00:00,sell,79.61,4644.959999999999,4629.638749999999,4651.3585,4629.488749999999,1219.7247124999972,0.012197247124999972,2.3945065249663533,ICT_FVG_FIBO,take_profit
2026-02-02 09:06:00+00:00,2026-02-02 09:11:00+00:00,sell,24.14,4624.780749999999,4645.936500000001,4645.7865,4572.791374999998,-510.69980500004147,-0.005106998050000415,-1.007140901895935,ICT_FVG_FIBO,stop_loss
2026-02-02 09:59:00+00:00,2026-02-02 10:02:00+00:00,buy,57.61,4709.154,4730.592750000001,4700.308499999999,4730.742750000001,1235.0863875000146,0.012350863875000145,2.4236900118701246,ICT_FVG_FIBO,take_profit
2026-02-02 10:38:00+00:00,2026-02-02 10:40:00+00:00,sell,54.1,4682.50925,4692.183500000001,4692.0335000000005,4659.2236250000005,-523.3769250000508,-0.005233769250000508,-1.0157492715962455,ICT_FVG_FIBO,stop_loss
2026-02-02 10:51:00+00:00,2026-02-02 10:55:00+00:00,sell,32.6,4682.99,4698.766500000001,4698.6165,4644.448750000001,-514.3139000000277,-0.005143139000000277,-1.0095990784884996,ICT_FVG_FIBO,stop_loss
2026-02-02 11:59:00+00:00,2026-02-02 12:00:00+00:00,sell,59.49,4765.46675,4774.2035000000005,4774.0535,4744.524875000001,-519.7492575000558,-0.005197492575000558,-1.0174687745655269,ICT_FVG_FIBO,stop_loss
2026-02-02 12:14:00+00:00,2026-02-02 12:19:00+00:00,sell,43.18,4764.6492499999995,4776.513500000001,4776.3635,4735.888625,-512.2983150000625,-0.005122983150000625,-1.0128049170882074,ICT_FVG_FIBO,stop_loss
2026-02-02 12:49:00+00:00,2026-02-02 13:00:00+00:00,buy,25.95,4789.768500000001,4770.324999999999,4770.474999999999,4837.477250000004,-504.5588250000553,-0.005045588250000553,-1.007774639127195,ICT_FVG_FIBO,stop_loss
2026-02-02 13:08:00+00:00,2026-02-02 13:10:00+00:00,sell,23.93,4774.985,4795.940000000001,4795.790000000001,4723.497499999999,-501.4531500000418,-0.005014531500000418,-1.0072098053352818,ICT_FVG_FIBO,stop_loss
2026-02-02 13:58:00+00:00,2026-02-02 14:13:00+00:00,buy,41.56,4705.861750000001,4735.141125000003,4693.879999999999,4735.291125000003,1216.8508250000787,0.012168508250000787,2.4436643228240986,ICT_FVG_FIBO,take_profit
