min_gap,rr_target,fib_lower,fib_upper,session_start_hour_utc,session_end_hour_utc,risk_pct,score,total_return,max_drawdown,trades,win_rate,profit_factor
0.2,3.0,0.5,0.79,8,20,0.0075,-0.6122255067409158,-0.37015787065079364,-0.4841352721802443,439,0.23917995444191345,0.828451398433819
0.2,3.0,0.618,0.79,8,19,0.01,-0.6129392284911496,-0.3564464186258597,-0.5129856197305798,285,0.24210526315789474,0.8207710946742509
0.3,3.0,0.618,0.79,8,19,0.01,-0.6207411572295015,-0.36801952772584046,-0.5054432590073221,279,0.24014336917562723,0.8075087084406878
0.1,3.0,0.618,0.79,7,19,0.01,-0.6214605416952947,-0.37133849207595415,-0.5002440992386812,322,0.2453416149068323,0.823849581921972
0.1,2.0,0.5,0.79,8,19,0.01,-0.6217130468299711,-0.3866488894511755,-0.4701283147575912,492,0.3333333333333333,0.8643377138604114
0.3,3.0,0.5,0.79,7,20,0.0075,-0.6237509955013606,-0.38702056915078187,-0.47346085270115745,450,0.23777777777777778,0.8173833751110952
0.3,3.0,0.5,0.79,7,19,0.0075,-0.6368725718845902,-0.3942712625757062,-0.48520261861776814,419,0.23389021479713604,0.7928966077450297
0.2,2.0,0.5,0.79,8,19,0.01,-0.6439192082276202,-0.402158238651107,-0.4835219391530262,481,0.3305613305613306,0.8540950070605842
0.2,2.5,0.618,0.79,7,20,0.01,-0.6478211951164685,-0.3899810988510297,-0.5156801925308776,343,0.27988338192419826,0.8266701488446506
0.1,3.0,0.618,0.79,7,20,0.01,-0.6497294470398283,-0.3893752786510062,-0.5207083367776442,342,0.24561403508771928,0.8287637441803462
0.2,2.5,0.618,0.79,7,19,0.01,-0.6518956039518229,-0.3928979955259646,-0.5179952168517166,319,0.27586206896551724,0.812999488370491
0.2,2.0,0.5,0.79,7,19,0.01,-0.6533509426355549,-0.3974439489511641,-0.5118139873687817,519,0.3333333333333333,0.8584454574053545
0.3,2.5,0.618,0.79,7,20,0.01,-0.654489365909445,-0.39505667793852883,-0.5188653759418322,334,0.27844311377245506,0.8234089455903485
0.2,3.0,0.5,0.79,7,20,0.0075,-0.6589467461095435,-0.4176874016758052,-0.4825186888674765,463,0.23542116630669546,0.8067781604419999
0.2,3.0,0.5,0.79,7,19,0.0075,-0.6593433338608882,-0.41458498595073245,-0.48951669582031143,430,0.23255813953488372,0.7869525938212214
0.2,3.0,0.618,0.79,8,20,0.01,-0.661590454512684,-0.3917430134758799,-0.539694882073608,304,0.24013157894736842,0.8131995710678296
0.3,2.5,0.618,0.79,7,19,0.01,-0.6683609052092918,-0.4049812399259639,-0.5267593305666557,311,0.2733118971061093,0.8058085107563623
0.3,3.0,0.618,0.79,8,20,0.01,-0.668844618278272,-0.40259473537586155,-0.532499765804821,298,0.23825503355704697,0.8004821631534614
0.1,3.0,0.5,0.79,8,19,0.01,-0.6791642031475504,-0.4065748605259417,-0.5451786852432173,415,0.2433734939759036,0.8374145510368272
0.1,3.0,0.5,0.79,8,20,0.01,-0.6813994973708583,-0.4111355649510482,-0.5405278648396201,448,0.24553571428571427,0.854522131806249
0.2,3.0,0.618,0.79,7,19,0.01,-0.6842508564203089,-0.4162698683258985,-0.5359619761888208,314,0.23885350318471338,0.7955089255657425
0.3,3.0,0.618,0.79,7,19,0.01,-0.6915569972921357,-0.4259352328758762,-0.531243528832519,305,0.2360655737704918,0.7822419218256728
0.1,3.0,0.5,0.79,7,20,0.01,-0.7179944396974672,-0.4546980377510301,-0.5265928038928742,473,0.24312896405919662,0.8381498325866462
0.1,3.0,0.5,0.79,7,19,0.01,-0.7205855082532959,-0.4504873950009275,-0.5401962265047369,440,0.2409090909090909,0.8197431735647066
0.2,3.0,0.618,0.79,7,20,0.01,-0.7289723939217219,-0.44827142192591596,-0.5614019439916117,333,0.23723723723723725,0.7898537132307923
0.3,3.0,0.5,0.79,8,20,0.01,-0.7325601590872294,-0.43963738867594937,-0.58584554082256,430,0.24186046511627907,0.832086429756488
0.3,3.0,0.618,0.79,7,20,0.01,-0.7357750776402099,-0.4573336416508915,-0.5568828719786367,324,0.2345679012345679,0.7771395004796482
0.3,3.0,0.5,0.79,8,19,0.01,-0.7425770296650663,-0.44762676875084406,-0.5899005218284445,399,0.23809523809523808,0.806324042876245
0.2,3.0,0.5,0.79,8,19,0.01,-0.7607874076717187,-0.46564608840086685,-0.5902826385417036,406,0.23645320197044334,0.8028963425675129
0.2,3.0,0.5,0.79,8,20,0.01,-0.7659035172738622,-0.47031324970096766,-0.591180535145789,439,0.23917995444191345,0.8236951681223748
0.3,3.0,0.5,0.79,7,20,0.01,-0.7798808861198342,-0.4893862828509369,-0.5809892065377946,450,0.23777777777777778,0.8102918537896732
0.3,3.0,0.5,0.79,7,19,0.01,-0.7931122963350601,-0.49666920667583525,-0.5928861793184497,419,0.23389021479713604,0.7829726359634203
0.2,3.0,0.5,0.79,7,19,0.01,-0.8178200882951179,-0.5190909053508628,-0.5974583658885103,430,0.23255813953488372,0.7776054313491774
0.2,3.0,0.5,0.79,7,20,0.01,-0.8186165395358678,-0.5232933681509595,-0.5906463427698165,463,0.23542116630669546,0.8003238205991592
