entry_time,exit_time,side,qty,entry_price,exit_price,sl_price,tp_price,pnl,pnl_pct,r_multiple,tag,exit_reason
2026-03-13 18:08:00+00:00,2026-03-13 18:12:00+00:00,buy,163.13,5047.885000000001,5044.5199999999995,5044.67,5055.397500000002,-548.9324500002612,-0.005489324500002612,-1.0466562986004655,ICT_FVG_FIBO,stop_loss
2026-03-13 18:44:00+00:00,2026-03-13 18:49:00+00:00,buy,228.62,5043.920000000001,5041.444999999999,5041.594999999999,5049.207500000003,-565.834500000499,-0.00565834500000499,-1.0645161290324472,ICT_FVG_FIBO,stop_loss
2026-03-13 18:52:00+00:00,2026-03-13 19:00:00+00:00,buy,227.32,5043.920000000001,5049.057500000003,5041.594999999999,5049.207500000003,1167.856500000372,0.011678565000003721,2.209677419353987,ICT_FVG_FIBO,take_profit
2026-03-13 19:05:00+00:00,2026-03-13 19:08:00+00:00,buy,175.99,5046.347500000001,5043.204999999999,5043.355,5053.303750000002,-553.0485750003073,-0.0055304857500030735,-1.05012531328337,ICT_FVG_FIBO,stop_loss
2026-03-13 19:19:00+00:00,2026-03-13 19:35:00+00:00,sell,155.54,5037.329999999999,5029.633749999999,5040.6785,5029.4837499999985,1197.0747249999943,0.011970747249999943,2.2984172017314437,ICT_FVG_FIBO,take_profit
2026-03-13 19:39:00+00:00,2026-03-13 19:41:00+00:00,sell,151.94,5033.754999999999,5025.771249999997,5037.218500000001,5025.6212499999965,1213.0509750003262,0.012130509750003262,2.305110437418312,ICT_FVG_FIBO,take_profit
2026-03-13 20:01:00+00:00,2026-03-13 20:43:00+00:00,sell,146.63,5020.169999999999,5023.945000000001,5023.795,5011.632499999999,-553.5282500002133,-0.005535282500002133,-1.0413793103449678,ICT_FVG_FIBO,stop_loss
2026-03-16 08:30:00+00:00,2026-03-16 08:38:00+00:00,buy,81.73,4995.620000000001,4989.12,4989.27,5010.969999999999,-531.2450000000744,-0.005312450000000743,-1.023622047244179,ICT_FVG_FIBO,stop_loss
2026-03-16 08:49:00+00:00,2026-03-16 08:53:00+00:00,sell,132.4,4991.6725,4995.780000000002,4995.630000000001,4982.303749999998,-543.8330000002505,-0.005438330000002506,-1.0379027163614643,ICT_FVG_FIBO,stop_loss
2026-03-16 09:49:00+00:00,2026-03-16 10:25:00+00:00,sell,71.82000000000001,4979.602499999999,4986.883500000001,4986.7335,4962.299999999997,-522.921420000127,-0.00522921420000127,-1.0210349179638927,ICT_FVG_FIBO,stop_loss
