entry_time,exit_time,side,qty,entry_price,exit_price,sl_price,tp_price,pnl,pnl_pct,r_multiple,tag,exit_reason,initial_sl_price,initial_risk_per_unit,initial_risk_amount
2025-06-04 05:52:00+00:00,2025-06-04 06:18:00+00:00,sell,193.77,3351.86325,3354.7435,3354.5935,3341.7695000000003,-558.1060425000311,-0.005581060425000311,-1.0549400238073756,ICT_FVG_FIBO,stop_loss,3354.5935,2.730250000000069,529.0405425000134
2025-06-06 06:04:00+00:00,2025-06-06 06:10:00+00:00,buy,234.61,3364.29925,3361.88,3362.03,3371.6969999999997,-567.5802424999813,-0.005675802424999813,-1.0661011347361915,ICT_FVG_FIBO,stop_loss,3362.03,2.269249999999829,532.3887424999599
2025-06-06 09:00:00+00:00,2025-06-06 09:07:00+00:00,buy,242.16,3365.1150000000002,3362.7735,3362.9235,3372.3465000000006,-567.0176400001093,-0.005670176400001093,-1.068446269678333,ICT_FVG_FIBO,stop_loss,3362.9235,2.19150000000036,530.6936400000872
2025-06-13 05:40:00+00:00,2025-06-13 06:40:00+00:00,sell,113.28,3423.766,3428.405,3428.255,3408.1450000000004,-525.505920000014,-0.00525505920000014,-1.0334150144798597,ICT_FVG_FIBO,stop_loss,3428.255,4.489000000000033,508.51392000000374
2025-06-13 07:37:00+00:00,2025-06-13 08:21:00+00:00,buy,235.53,3415.2757500000002,3422.8800000000006,3415.3257500000004,3423.0300000000007,1791.0290025000754,0.017910290025000754,3.416488823991962,ICT_FVG_FIBO,take_profit,3413.05,2.225750000000062,524.2308975000145
2025-06-20 06:09:00+00:00,2025-06-20 06:12:00+00:00,sell,271.94,3345.14075,3347.2715,3347.1214999999997,3337.4755,-579.4361549999476,-0.005794361549999476,-1.0757288905718099,ICT_FVG_FIBO,stop_loss,3347.1214999999997,1.9807499999997162,538.6451549999229
2025-06-27 06:44:00+00:00,2025-06-27 06:56:00+00:00,sell,194.06,3290.3444999999997,3293.1949999999997,3293.0449999999996,3280.948,-553.1680300000021,-0.005531680300000021,-1.055545269394592,ICT_FVG_FIBO,stop_loss,3293.0449999999996,2.70049999999992,524.0590299999844
2025-07-04 06:34:00+00:00,2025-07-04 07:11:00+00:00,buy,218.73000000000002,3342.4967500000002,3339.9465,3340.0965,3349.5365000000006,-557.816182500051,-0.0055781618250005105,-1.0624934902614653,ICT_FVG_FIBO,stop_loss,3340.0965,2.400250000000142,525.006682500031
2025-07-09 07:44:00+00:00,2025-07-09 07:50:00+00:00,sell,242.4,3292.0209999999997,3294.3399999999997,3294.1899999999996,3282.737,-562.1255999999903,-0.005621255999999903,-1.0691562932227294,ICT_FVG_FIBO,stop_loss,3294.1899999999996,2.168999999999869,525.7655999999682
2025-07-25 08:38:00+00:00,2025-07-25 12:41:00+00:00,sell,170.78,3348.32575,3338.1250000000005,3348.27575,3337.9750000000004,1742.0840849999174,0.017420840849999175,3.401100275068779,ICT_FVG_FIBO,take_profit,3351.325,2.999249999999847,512.2119149999739
2025-09-05 09:48:00+00:00,2025-09-05 11:11:00+00:00,sell,254.23000000000002,3552.46825,3554.7165,3554.5665,3544.4235,-571.572597500025,-0.00571572597500025,-1.0714881448826836,ICT_FVG_FIBO,stop_loss,3554.5665,2.0982500000000073,533.4380975000018
2025-09-17 07:11:00+00:00,2025-09-17 08:37:00+00:00,sell,144.37,3674.2174999999997,3663.3585000000003,3674.1674999999996,3663.2085,1567.7138299999233,0.015677138299999234,3.0494243190112367,ICT_FVG_FIBO,take_profit,3677.7785,3.561000000000149,514.1015700000215
2025-10-01 05:26:00+00:00,2025-10-01 05:43:00+00:00,buy,223.34,3865.5550000000003,3863.015,3863.165,3876.545,-567.2836000000934,-0.005672836000000935,-1.0627615062761802,ICT_FVG_FIBO,stop_loss,3863.165,2.3900000000003274,533.7826000000731
2025-10-08 05:44:00+00:00,2025-10-08 05:46:00+00:00,buy,212.58,4031.99,4029.35,4029.5,4039.727,-561.211199999973,-0.00561211199999973,-1.0602409638554635,ICT_FVG_FIBO,stop_loss,4029.5,2.4899999999997817,529.3241999999536
2025-10-10 11:45:00+00:00,2025-10-10 11:46:00+00:00,buy,124.69,3989.75175,3985.485,3985.635,4003.955,-532.0210574999719,-0.005320210574999719,-1.036436509382426,ICT_FVG_FIBO,stop_loss,3985.635,4.1167499999996835,513.3175574999606
2025-10-10 14:05:00+00:00,2025-10-10 14:10:00+00:00,buy,198.51,3972.71675,3982.3650000000002,3972.7667500000002,3982.5150000000003,1915.2741075000374,0.019152741075000375,3.6522191728965088,ICT_FVG_FIBO,take_profit,3970.075,2.641750000000229,524.4137925000455
2025-10-15 09:03:00+00:00,2025-10-15 09:12:00+00:00,buy,268.1,4207.229250000001,4205.058499999999,4205.2085,4214.488500000001,-581.9780750005482,-0.005819780750005482,-1.0742298651492934,ICT_FVG_FIBO,stop_loss,4205.2085,2.020750000001499,541.7630750004018
2025-10-15 09:14:00+00:00,2025-10-15 09:15:00+00:00,buy,127.64,4202.85925,4198.629999999999,4198.78,4217.197,-539.821470000157,-0.00539821470000157,-1.0367714653430216,ICT_FVG_FIBO,stop_loss,4198.78,4.079250000000684,520.6754700000873
2025-10-17 06:10:00+00:00,2025-10-17 06:12:00+00:00,buy,191.3,4365.712500000001,4362.82,4362.97,4373.949999999999,-553.33525000016,-0.0055333525000016,-1.0546946216957263,ICT_FVG_FIBO,stop_loss,4362.97,2.742500000000291,524.6402500000557
2025-10-17 06:20:00+00:00,2025-10-17 07:20:00+00:00,sell,80.95,4363.657499999999,4339.91,4363.607499999999,4339.759999999999,1922.3601249999588,0.019223601249999587,3.8041649979973378,ICT_FVG_FIBO,take_profit,4369.9,6.242500000000291,505.3303750000236
2025-10-17 08:18:00+00:00,2025-10-17 08:19:00+00:00,sell,89.45,4341.898999999999,4347.82,4347.669999999999,4312.346000000001,-529.6334500000247,-0.005296334500000247,-1.0259920291111684,ICT_FVG_FIBO,stop_loss,4347.669999999999,5.770999999999731,516.2159499999759
2025-10-29 18:35:00+00:00,2025-10-29 18:36:00+00:00,buy,277.74,3971.37575,3969.275,3969.425,3978.9350000000004,-583.4623050000172,-0.005834623050000172,-1.0768935024990867,ICT_FVG_FIBO,stop_loss,3969.425,1.950749999999971,541.8013049999919
2025-10-31 05:42:00+00:00,2025-10-31 06:06:00+00:00,buy,218.63,4001.44925,4012.4849999999997,4001.4992500000003,4012.6349999999998,2412.746022499902,0.024127460224999023,4.5522326492727325,ICT_FVG_FIBO,take_profit,3999.025,2.424250000000029,530.0137775000063
2025-10-31 07:02:00+00:00,2025-10-31 07:22:00+00:00,buy,150.23,4010.195,4022.3820000000005,4010.2450000000003,4022.5320000000006,1830.8530100000528,0.01830853010000053,3.4426553672317737,ICT_FVG_FIBO,take_profit,4006.655,3.5399999999999636,531.8141999999945
2025-10-31 07:54:00+00:00,2025-10-31 07:55:00+00:00,sell,182.07,4017.3025,4020.45,4020.2999999999997,4004.1829999999995,-573.0653250000066,-0.005730653250000066,-1.0500417014178793,ICT_FVG_FIBO,stop_loss,4020.2999999999997,2.9974999999999454,545.7548249999901
2025-11-05 08:23:00+00:00,2025-11-05 09:16:00+00:00,buy,81.68,3979.4032500000003,3972.7915,3972.9415,4001.4085000000005,-540.0477400000395,-0.0054004774000003955,-1.0232135257476818,ICT_FVG_FIBO,stop_loss,3972.9415,6.461750000000393,527.7957400000321
2025-11-07 11:40:00+00:00,2025-11-07 11:46:00+00:00,buy,259.36,3994.3525000000004,4001.445,3994.4025000000006,4001.5950000000003,1839.510799999934,0.01839510799999934,3.333725029376998,ICT_FVG_FIBO,take_profit,3992.2250000000004,2.1275000000000546,551.7884000000142
2025-11-12 05:27:00+00:00,2025-11-12 05:31:00+00:00,sell,257.37,4107.819999999999,4100.821500000002,4107.769999999999,4100.671500000001,1801.2039449992192,0.018012039449992193,3.2125315584090384,ICT_FVG_FIBO,take_profit,4109.9985,2.178500000000895,560.6805450002304
2025-11-12 07:03:00+00:00,2025-11-12 07:11:00+00:00,buy,193.75,4115.802500000001,4124.398499999999,4115.852500000001,4124.5485,1665.4749999997364,0.016654749999997363,2.973365617432397,ICT_FVG_FIBO,take_profit,4112.9115,2.891000000000531,560.1312500001029
2025-11-14 06:13:00+00:00,2025-11-14 06:15:00+00:00,buy,285.03000000000003,4190.222500000001,4188.03,4188.18,4198.499999999999,-624.9282750002905,-0.0062492827500029045,-1.0734394124849505,ICT_FVG_FIBO,stop_loss,4188.18,2.042500000000473,582.1737750001348
2025-11-14 06:33:00+00:00,2025-11-14 06:35:00+00:00,sell,142.06,4178.8099999999995,4182.885,4182.735,4164.5650000000005,-578.8945000001033,-0.005788945000001033,-1.0382165605096914,ICT_FVG_FIBO,stop_loss,4182.735,3.925000000000182,557.5855000000258
2025-11-14 08:46:00+00:00,2025-11-14 08:50:00+00:00,buy,117.35000000000001,4181.675000000001,4176.83,4176.9800000000005,4197.0999999999985,-568.5607500001366,-0.005685607500001366,-1.0319488817892493,ICT_FVG_FIBO,stop_loss,4176.9800000000005,4.6950000000006185,550.9582500000727
2025-11-14 13:08:00+00:00,2025-11-14 13:11:00+00:00,buy,251.28,4106.8550000000005,4104.441499999999,4104.5914999999995,4114.8285,-606.4642800003711,-0.006064642800003711,-1.0662690523527651,ICT_FVG_FIBO,stop_loss,4104.5914999999995,2.2635000000009313,568.772280000234
2025-11-21 05:15:00+00:00,2025-11-21 05:36:00+00:00,buy,283.61,4054.81,4052.65,4052.8,4062.0699999999997,-612.5975999999588,-0.006125975999999588,-1.074626865671696,ICT_FVG_FIBO,stop_loss,4052.8,2.0099999999997635,570.0560999999329
2025-11-21 06:19:00+00:00,2025-11-21 06:28:00+00:00,buy,153.39000000000001,4043.3425,4039.6235,4039.7735000000002,4059.7264999999998,-570.4574100000078,-0.005704574100000078,-1.042028579434041,ICT_FVG_FIBO,stop_loss,4039.7735000000002,3.56899999999996,547.4489099999939
2025-11-21 07:39:00+00:00,2025-11-21 07:51:00+00:00,buy,202.17000000000002,4033.28,4030.4,4030.55,4044.2700000000004,-582.2496000000222,-0.005822496000000222,-1.054945054945088,ICT_FVG_FIBO,stop_loss,4030.55,2.730000000000018,551.9241000000037
2025-11-26 09:04:00+00:00,2025-11-26 09:30:00+00:00,sell,256.78000000000003,4163.755,4163.8550000000005,4163.705,4155.264999999999,-25.67800000009342,-0.0002567800000009342,-0.046082949308921865,ICT_FVG_FIBO,stop_loss,4165.925,2.1700000000000728,557.2126000000187
2025-11-28 08:31:00+00:00,2025-11-28 08:57:00+00:00,sell,112.0,4169.589999999999,4169.69,4169.539999999999,4153.889999999999,-11.200000000040745,-0.00011200000000040746,-0.020920502092123452,ICT_FVG_FIBO,stop_loss,4174.37,4.780000000000655,535.3600000000733
2025-12-05 07:20:00+00:00,2025-12-05 07:43:00+00:00,buy,240.22,4227.250000000001,4224.791499999999,4224.9415,4236.0085,-590.5808700003723,-0.005905808700003724,-1.0649772579599222,ICT_FVG_FIBO,stop_loss,4224.9415,2.308500000001004,554.5478700002412
2025-12-10 07:23:00+00:00,2025-12-10 07:53:00+00:00,buy,264.93,4206.472500000001,4204.2265,4204.3765,4213.9935,-595.032780000266,-0.0059503278000026605,-1.071564885496428,ICT_FVG_FIBO,stop_loss,4204.3765,2.0960000000004584,555.2932800001214
2025-12-17 06:08:00+00:00,2025-12-17 06:12:00+00:00,sell,258.0,4335.38825,4337.675,4337.525,4326.035000000001,-589.9815000000544,-0.005899815000000545,-1.0702000702003365,ICT_FVG_FIBO,stop_loss,4337.525,2.1367499999996653,551.2814999999136
2025-12-17 06:59:00+00:00,2025-12-17 07:24:00+00:00,sell,215.35,4327.575,4319.941500000002,4327.525,4319.791500000001,1643.8742249995894,0.016438742249995895,3.033379694019047,ICT_FVG_FIBO,take_profit,4330.0914999999995,2.5164999999997235,541.9282749999404
2025-12-19 08:48:00+00:00,2025-12-19 09:01:00+00:00,buy,239.63,4327.537500000001,4325.076499999999,4325.2265,4336.5335,-589.7294300004934,-0.005897294300004934,-1.0649069666812838,ICT_FVG_FIBO,stop_loss,4325.2265,2.3110000000015134,553.7849300003627
2025-12-24 06:53:00+00:00,2025-12-24 07:00:00+00:00,buy,220.51,4495.225,4492.589999999999,4492.74,4503.36,-581.0438500002487,-0.005810438500002487,-1.0603621730384347,ICT_FVG_FIBO,stop_loss,4492.74,2.485000000000582,547.9673500001284
2025-12-24 08:09:00+00:00,2025-12-24 08:25:00+00:00,sell,194.54,4486.528249999999,4489.46,4489.3099999999995,4478.259999999999,-570.3426450001259,-0.0057034264500012595,-1.0539228902671125,ICT_FVG_FIBO,stop_loss,4489.3099999999995,2.781750000000102,541.1616450000198
2025-12-26 05:34:00+00:00,2025-12-26 06:51:00+00:00,buy,139.58,4510.137500000001,4510.0375,4510.187500000001,4521.900000000001,-13.958000000050781,-0.0001395800000005078,-0.02633311389080934,ICT_FVG_FIBO,stop_loss,4506.34,3.797500000000582,530.0550500000813
2026-01-02 09:21:00+00:00,2026-01-02 10:37:00+00:00,buy,217.32,4384.0740000000005,4391.3555,4384.124000000001,4391.5055,1582.4155799998134,0.015824155799998133,2.921364092276145,ICT_FVG_FIBO,take_profit,4381.5815,2.492500000000291,541.6701000000633
2026-01-07 07:57:00+00:00,2026-01-07 08:07:00+00:00,buy,275.1,4462.14925,4459.969999999999,4460.12,4469.77,-599.5116750002883,-0.005995116750002883,-1.0739189355675784,ICT_FVG_FIBO,stop_loss,4460.12,2.029250000000502,558.2466750001381
2026-01-07 09:07:00+00:00,2026-01-07 10:29:00+00:00,buy,164.96,4462.534250000001,4459.1185,4459.2685,4473.731500000001,-563.4621200001693,-0.005634621200001693,-1.045931256220018,ICT_FVG_FIBO,stop_loss,4459.2685,3.26575000000048,538.7181200000792
2026-01-08 20:27:00+00:00,2026-01-08 20:30:00+00:00,sell,139.54,4471.318249999999,4475.3015000000005,4475.1515,4456.231500000001,-555.8227050001584,-0.005558227050001584,-1.0391312854628638,ICT_FVG_FIBO,stop_loss,4475.1515,3.8332500000005894,534.8917050000822
2026-01-14 08:35:00+00:00,2026-01-14 08:46:00+00:00,sell,115.08,4629.882499999999,4634.6,4634.45,4615.35,-542.88990000018,-0.0054288990000018,-1.032840722496007,ICT_FVG_FIBO,stop_loss,4634.45,4.567500000001019,525.6279000001172
2026-01-21 05:42:00+00:00,2026-01-21 06:39:00+00:00,buy,89.2,4869.587500000001,4869.4875,4869.637500000001,4892.588500000001,-8.92000000003245,-8.92000000003245e-05,-0.017185083347715527,ICT_FVG_FIBO,stop_loss,4863.7685,5.819000000000415,519.0548000000371
2026-01-23 06:30:00+00:00,2026-01-23 06:59:00+00:00,sell,127.12,4951.947499999999,4956.225,4956.075,4935.4749999999985,-543.7558000001342,-0.005437558000001342,-1.0363416111448887,ICT_FVG_FIBO,stop_loss,4956.075,4.127500000000509,524.6878000000647
2026-01-28 08:17:00+00:00,2026-01-28 08:26:00+00:00,sell,149.01,5294.065,5297.74,5297.589999999999,5280.84,-547.6117500000271,-0.005476117500000271,-1.0425531914895207,ICT_FVG_FIBO,stop_loss,5297.589999999999,3.524999999999636,525.2602499999458
