min_gap,fib_lower,fib_upper,stop_buffer,entry_at,max_zone_age_bars,min_impulse_size,strong_impulse_size,score,total_return,max_drawdown,trades,win_rate,profit_factor
0.3,0.6,0.7,0.2,mid,6,3.0,4.0,-0.03850684843281099,0.003226543674950122,-0.08346678421552223,38,0.21052631578947367,1.0190035886301207
0.3,0.6,0.7,0.2,mid,6,3.0,4.5,-0.03850684843281099,0.003226543674950122,-0.08346678421552223,38,0.21052631578947367,1.0190035886301207
0.3,0.6,0.7,0.2,mid,6,3.5,4.0,-0.03850684843281099,0.003226543674950122,-0.08346678421552223,38,0.21052631578947367,1.0190035886301207
0.3,0.6,0.7,0.2,mid,6,3.5,4.5,-0.03850684843281099,0.003226543674950122,-0.08346678421552223,38,0.21052631578947367,1.0190035886301207
0.25,0.55,0.65,0.25,edge,8,3.5,4.5,-0.038524371406233826,-0.002277599350060777,-0.0724935441123461,37,0.21621621621621623,0.9840463043200519
0.25,0.55,0.65,0.25,edge,8,3.5,4.0,-0.038524371406233826,-0.002277599350060777,-0.0724935441123461,37,0.21621621621621623,0.9840463043200519
0.3,0.55,0.65,0.25,mid,6,3.5,4.5,-0.03935628271970437,-0.0060508542750686845,-0.06661085688927137,54,0.2222222222222222,0.9725257004611253
0.3,0.55,0.65,0.25,mid,6,3.5,4.0,-0.03935628271970437,-0.0060508542750686845,-0.06661085688927137,54,0.2222222222222222,0.9725257004611253
0.3,0.55,0.65,0.25,mid,6,3.0,4.5,-0.03935628271970437,-0.0060508542750686845,-0.06661085688927137,54,0.2222222222222222,0.9725257004611253
0.3,0.55,0.65,0.25,mid,6,3.0,4.0,-0.03935628271970437,-0.0060508542750686845,-0.06661085688927137,54,0.2222222222222222,0.9725257004611253
0.3,0.6,0.7,0.25,mid,6,3.0,4.0,-0.040257540830282657,0.0013738409249421935,-0.0832627635104497,38,0.21052631578947367,1.0081147279010367
0.3,0.6,0.7,0.25,mid,6,3.0,4.5,-0.040257540830282657,0.0013738409249421935,-0.0832627635104497,38,0.21052631578947367,1.0081147279010367
0.3,0.6,0.7,0.25,mid,6,3.5,4.0,-0.040257540830282657,0.0013738409249421935,-0.0832627635104497,38,0.21052631578947367,1.0081147279010367
0.3,0.6,0.7,0.25,mid,6,3.5,4.5,-0.040257540830282657,0.0013738409249421935,-0.0832627635104497,38,0.21052631578947367,1.0081147279010367
0.25,0.55,0.65,0.2,edge,8,3.0,4.0,-0.04243029488212102,-0.005850984000058679,-0.07315862176412469,38,0.21052631578947367,0.9605709726390431
0.25,0.55,0.65,0.2,edge,8,3.0,4.5,-0.04243029488212102,-0.005850984000058679,-0.07315862176412469,38,0.21052631578947367,0.9605709726390431
0.25,0.55,0.65,0.25,edge,8,3.0,4.5,-0.04527162061741935,-0.008336139700065415,-0.07387096183470787,38,0.21052631578947367,0.9436987368270053
0.25,0.55,0.65,0.25,edge,8,3.0,4.0,-0.04527162061741935,-0.008336139700065415,-0.07387096183470787,38,0.21052631578947367,0.9436987368270053
0.25,0.55,0.65,0.2,edge,6,3.5,4.5,-0.04749533037545539,-0.010957202600039073,-0.07307625555083264,30,0.2,0.9055588932664113
0.25,0.55,0.65,0.2,edge,6,3.5,4.0,-0.04749533037545539,-0.010957202600039073,-0.07307625555083264,30,0.2,0.9055588932664113
0.25,0.55,0.65,0.2,edge,6,3.0,4.5,-0.04749533037545539,-0.010957202600039073,-0.07307625555083264,30,0.2,0.9055588932664113
0.25,0.55,0.65,0.2,edge,6,3.0,4.0,-0.04749533037545539,-0.010957202600039073,-0.07307625555083264,30,0.2,0.9055588932664113
0.25,0.55,0.65,0.25,edge,6,3.0,4.0,-0.049009903256216514,-0.012763131200043465,-0.0724935441123461,30,0.2,0.8898087683377939
0.25,0.55,0.65,0.25,edge,6,3.0,4.5,-0.049009903256216514,-0.012763131200043465,-0.0724935441123461,30,0.2,0.8898087683377939
0.25,0.55,0.65,0.25,edge,6,3.5,4.0,-0.049009903256216514,-0.012763131200043465,-0.0724935441123461,30,0.2,0.8898087683377939
0.25,0.55,0.65,0.25,edge,6,3.5,4.5,-0.049009903256216514,-0.012763131200043465,-0.0724935441123461,30,0.2,0.8898087683377939
0.3,0.6,0.65,0.2,edge,6,3.5,4.5,-0.05014780307802147,-0.025766142550013083,-0.04876332105601677,10,0.1,0.4044493617997128
0.3,0.6,0.65,0.2,edge,6,3.5,4.0,-0.05014780307802147,-0.025766142550013083,-0.04876332105601677,10,0.1,0.4044493617997128
0.3,0.6,0.65,0.2,edge,6,3.0,4.5,-0.05014780307802147,-0.025766142550013083,-0.04876332105601677,10,0.1,0.4044493617997128
0.3,0.6,0.65,0.2,edge,6,3.0,4.0,-0.05014780307802147,-0.025766142550013083,-0.04876332105601677,10,0.1,0.4044493617997128
0.3,0.55,0.7,0.2,edge,8,3.5,4.0,-0.050314039848994574,-0.013776839850060063,-0.07307439999786902,43,0.18604651162790697,0.9188483544509126
0.3,0.55,0.7,0.2,edge,8,3.5,4.5,-0.050314039848994574,-0.013776839850060063,-0.07307439999786902,43,0.18604651162790697,0.9188483544509126
0.3,0.6,0.65,0.25,edge,6,3.0,4.0,-0.05039120441718303,-0.026061180850014742,-0.04866004713433658,10,0.1,0.39659470383917533
0.3,0.6,0.65,0.25,edge,6,3.0,4.5,-0.05039120441718303,-0.026061180850014742,-0.04866004713433658,10,0.1,0.39659470383917533
0.3,0.6,0.65,0.25,edge,6,3.5,4.0,-0.05039120441718303,-0.026061180850014742,-0.04866004713433658,10,0.1,0.39659470383917533
0.3,0.6,0.65,0.25,edge,6,3.5,4.5,-0.05039120441718303,-0.026061180850014742,-0.04866004713433658,10,0.1,0.39659470383917533
0.3,0.6,0.65,0.2,mid,8,3.0,4.0,-0.05133743098667842,-0.02699985640004332,-0.048675149173270205,33,0.18181818181818182,0.8154320259853414
0.3,0.6,0.65,0.2,mid,8,3.0,4.5,-0.05133743098667842,-0.02699985640004332,-0.048675149173270205,33,0.18181818181818182,0.8154320259853414
0.3,0.6,0.65,0.2,mid,8,3.5,4.0,-0.05133743098667842,-0.02699985640004332,-0.048675149173270205,33,0.18181818181818182,0.8154320259853414
0.3,0.6,0.65,0.2,mid,8,3.5,4.5,-0.05133743098667842,-0.02699985640004332,-0.048675149173270205,33,0.18181818181818182,0.8154320259853414
0.3,0.55,0.7,0.25,edge,8,3.5,4.5,-0.052384698205279356,-0.016137389450067263,-0.07249461751042419,43,0.18604651162790697,0.904723510944619
0.3,0.55,0.7,0.25,edge,8,3.5,4.0,-0.052384698205279356,-0.016137389450067263,-0.07249461751042419,43,0.18604651162790697,0.904723510944619
0.3,0.6,0.65,0.25,mid,8,3.5,4.5,-0.05242661712024005,-0.02821467325005067,-0.04842388774037876,33,0.18181818181818182,0.8067309325253543
0.3,0.6,0.65,0.25,mid,8,3.5,4.0,-0.05242661712024005,-0.02821467325005067,-0.04842388774037876,33,0.18181818181818182,0.8067309325253543
0.3,0.6,0.65,0.25,mid,8,3.0,4.5,-0.05242661712024005,-0.02821467325005067,-0.04842388774037876,33,0.18181818181818182,0.8067309325253543
0.3,0.6,0.65,0.25,mid,8,3.0,4.0,-0.05242661712024005,-0.02821467325005067,-0.04842388774037876,33,0.18181818181818182,0.8067309325253543
0.3,0.55,0.7,0.2,edge,6,3.5,4.5,-0.05542077054897426,-0.018883570550039752,-0.07307439999786902,34,0.17647058823529413,0.8624351714733421
0.3,0.55,0.7,0.2,edge,6,3.5,4.0,-0.05542077054897426,-0.018883570550039752,-0.07307439999786902,34,0.17647058823529413,0.8624351714733421
0.3,0.55,0.7,0.2,edge,6,3.0,4.0,-0.05542077054897426,-0.018883570550039752,-0.07307439999786902,34,0.17647058823529413,0.8624351714733421
0.3,0.55,0.7,0.2,edge,6,3.0,4.5,-0.05542077054897426,-0.018883570550039752,-0.07307439999786902,34,0.17647058823529413,0.8624351714733421
0.3,0.55,0.7,0.25,edge,6,3.0,4.5,-0.056811085055257116,-0.020563776300045022,-0.07249461751042419,34,0.17647058823529413,0.8499168514508089
0.3,0.55,0.7,0.25,edge,6,3.0,4.0,-0.056811085055257116,-0.020563776300045022,-0.07249461751042419,34,0.17647058823529413,0.8499168514508089
0.3,0.55,0.7,0.25,edge,6,3.5,4.0,-0.056811085055257116,-0.020563776300045022,-0.07249461751042419,34,0.17647058823529413,0.8499168514508089
0.3,0.55,0.7,0.25,edge,6,3.5,4.5,-0.056811085055257116,-0.020563776300045022,-0.07249461751042419,34,0.17647058823529413,0.8499168514508089
0.3,0.6,0.65,0.2,mid,6,3.0,4.0,-0.061662577955307385,-0.030552706175033473,-0.062219743560547824,29,0.1724137931034483,0.7684259829977091
0.3,0.6,0.65,0.2,mid,6,3.0,4.5,-0.061662577955307385,-0.030552706175033473,-0.062219743560547824,29,0.1724137931034483,0.7684259829977091
0.3,0.6,0.65,0.2,mid,6,3.5,4.0,-0.061662577955307385,-0.030552706175033473,-0.062219743560547824,29,0.1724137931034483,0.7684259829977091
0.3,0.6,0.65,0.2,mid,6,3.5,4.5,-0.061662577955307385,-0.030552706175033473,-0.062219743560547824,29,0.1724137931034483,0.7684259829977091
0.3,0.6,0.65,0.25,mid,6,3.5,4.5,-0.0622813704466369,-0.03124286225003947,-0.06207701639319485,29,0.1724137931034483,0.7626907274824064
0.3,0.6,0.65,0.25,mid,6,3.5,4.0,-0.0622813704466369,-0.03124286225003947,-0.06207701639319485,29,0.1724137931034483,0.7626907274824064
0.3,0.6,0.65,0.25,mid,6,3.0,4.5,-0.0622813704466369,-0.03124286225003947,-0.06207701639319485,29,0.1724137931034483,0.7626907274824064
0.3,0.6,0.65,0.25,mid,6,3.0,4.0,-0.0622813704466369,-0.03124286225003947,-0.06207701639319485,29,0.1724137931034483,0.7626907274824064
0.3,0.55,0.7,0.2,edge,8,3.0,4.5,-0.08778891051971571,-0.025846446550063407,-0.12388492793930461,45,0.17777777777777778,0.856502551908298
0.3,0.55,0.7,0.2,edge,8,3.0,4.0,-0.08778891051971571,-0.025846446550063407,-0.12388492793930461,45,0.17777777777777778,0.856502551908298
0.3,0.55,0.7,0.25,edge,8,3.0,4.0,-0.08908107897707529,-0.02809163450007235,-0.12197888895400588,45,0.17777777777777778,0.8436389032055758
0.3,0.55,0.7,0.25,edge,8,3.0,4.5,-0.08908107897707529,-0.02809163450007235,-0.12197888895400588,45,0.17777777777777778,0.8436389032055758
0.3,0.55,0.65,0.2,edge,8,3.5,4.5,-0.08984749946218473,-0.04995048370004074,-0.07979403152428799,33,0.15151515151515152,0.6324679601535294
0.3,0.55,0.65,0.2,edge,8,3.5,4.0,-0.08984749946218473,-0.04995048370004074,-0.07979403152428799,33,0.15151515151515152,0.6324679601535294
0.3,0.55,0.65,0.25,edge,8,3.5,4.0,-0.09153445962215895,-0.05139742025004601,-0.08027407874422587,33,0.15151515151515152,0.6211525079786052
0.3,0.55,0.65,0.25,edge,8,3.5,4.5,-0.09153445962215895,-0.05139742025004601,-0.08027407874422587,33,0.15151515151515152,0.6211525079786052
0.3,0.55,0.65,0.2,edge,6,3.0,4.5,-0.09666221458954194,-0.05527753540002511,-0.08276935837903365,25,0.12,0.4694731835758624
0.3,0.55,0.65,0.2,edge,6,3.0,4.0,-0.09666221458954194,-0.05527753540002511,-0.08276935837903365,25,0.12,0.4694731835758624
0.3,0.55,0.65,0.2,edge,6,3.5,4.0,-0.09666221458954194,-0.05527753540002511,-0.08276935837903365,25,0.12,0.4694731835758624
0.3,0.55,0.65,0.2,edge,6,3.5,4.5,-0.09666221458954194,-0.05527753540002511,-0.08276935837903365,25,0.12,0.4694731835758624
0.3,0.55,0.65,0.25,edge,6,3.5,4.5,-0.09761262891122213,-0.05605376315002886,-0.08311773152238655,25,0.12,0.4613054281829447
0.3,0.55,0.65,0.25,edge,6,3.5,4.0,-0.09761262891122213,-0.05605376315002886,-0.08311773152238655,25,0.12,0.4613054281829447
0.3,0.55,0.65,0.25,edge,6,3.0,4.0,-0.09761262891122213,-0.05605376315002886,-0.08311773152238655,25,0.12,0.4613054281829447
0.3,0.55,0.65,0.25,edge,6,3.0,4.5,-0.09761262891122213,-0.05605376315002886,-0.08311773152238655,25,0.12,0.4613054281829447
0.3,0.55,0.65,0.2,edge,8,3.0,4.0,-0.09846774238005429,-0.05575836845004467,-0.08541874786001924,34,0.14705882352941177,0.6053494934598314
0.3,0.55,0.65,0.2,edge,8,3.0,4.5,-0.09846774238005429,-0.05575836845004467,-0.08541874786001924,34,0.14705882352941177,0.6053494934598314
0.3,0.55,0.65,0.25,edge,8,3.0,4.5,-0.10008627932666603,-0.05715723845005016,-0.08585808175323173,34,0.14705882352941177,0.5946614243150419
0.3,0.55,0.65,0.25,edge,8,3.0,4.0,-0.10008627932666603,-0.05715723845005016,-0.08585808175323173,34,0.14705882352941177,0.5946614243150419
